vehicle_id,wait_time
2514,1.0
2600,10.0
2518,43966.0
821,310122.0
2661,1.0
2773,175877.0
1625,55.0
1679,169830.0
1680,55.0
1797,267692.0
2548,3.0
2822,0.0
2840,1.0
2787,0.0
2847,45150.0
2788,0.0
919,0.0
2811,89403.0
939,133954.0
2552,0.0
2555,0.0
2581,0.0
2789,0.0
2831,0.0
285,87360.0
3007,89701.0
2912,0.0
2915,45150.0
3038,1.0
3146,0.0
3174,265052.0
1034,0.0
1066,1.0
3189,90300.0
1110,219692.0
3008,0.0
3090,45150.0
1876,164634.0
398,44562.0
543,89416.0
1941,173593.0
1129,88028.0
3235,88910.0
2952,45150.0
1142,219275.0
1203,174435.0
3108,40755.0
3109,0.0
3259,130770.0
3255,0.0
3339,175360.0
3082,3.0
3311,90000.0
1350,175902.0
3122,45150.0
3455,134850.0
3473,43365.0
3475,43071.0
1387,0.0
1471,174992.0
3524,42486.0
3555,87636.0
1991,55.0
2150,159527.0
3315,90300.0
2190,55.0
2280,66.0
3580,21.0
1591,129034.0
2291,55.0
2296,104802.0
2310,55.0
2326,133980.0
3343,44905.0
1696,0.0
1741,87955.0
230,0.0
328,21.0
426,1.0
531,81196.0
3230,45151.0
3431,0.0
3450,45.0
1757,0.0
1806,43703.0
3498,0.0
302,39904.0
3538,130174.0
574,0.0
618,36046.0
2427,120320.0
2429,91.0
3244,4.0
741,90604.0
2515,246.0
3379,2.0
1900,32.0
3488,7.0
571,10.0
3593,45161.0
2525,204.0
1916,21.0
2549,179212.0
580,0.0
2010,0.0
439,0.0
2016,1.0
2062,0.0
2088,0.0
2153,0.0
2222,0.0
491,0.0
2281,1.0
706,0.0
508,0.0
2354,0.0
2371,0.0
2401,0.0
514,0.0
645,0.0
2453,0.0
2560,0.0
692,0.0
2705,0.0
751,0.0
2713,0.0
2739,0.0
2794,0.0
790,0.0
848,0.0
2814,0.0
3009,3.0
945,0.0
956,0.0
2665,55.0
3019,55.0
2669,78.0
807,0.0
1000,0.0
3046,28.0
905,0.0
1041,23220.0
3057,0.0
3058,0.0
1094,0.0
1008,61738.0
1174,62706.0
3062,62218.0
1206,151497.0
3074,106449.0
3093,0.0
3119,151854.0
2764,145146.0
748,43913.0
769,45450.0
305,45150.0
1037,0.0
781,1.0
812,0.0
1187,36132.0
931,45153.0
2829,55.0
2940,172177.0
1286,501.0
321,633.0
2965,90936.0
953,21.0
3132,135274.0
345,45270.0
967,0.0
1084,1.0
1105,90078.0
3143,134055.0
1358,0.0
1107,0.0
1519,45150.0
1116,88810.0
565,43660.0
3301,0.0
595,88515.0
3352,0.0
3353,133663.0
2991,0.0
3117,137357.0
1124,45150.0
860,0.0
3434,0.0
3442,0.0
893,45150.0
3490,89440.0
3155,123361.0
3184,130424.0
1202,0.0
1218,1.0
1287,0.0
1333,45150.0
1547,45197.0
897,44856.0
3520,44552.0
1383,0.0
1617,45150.0
1660,45162.0
1089,45150.0
3597,0.0
1296,0.0
1355,90001.0
1412,136734.0
1108,90300.0
1759,45207.0
1518,89756.0
1669,45205.0
1870,90350.0
3285,87238.0
1789,90055.0
3365,28.0
3392,45.0
1548,80626.0
1878,0.0
1557,90080.0
1887,0.0
1933,1.0
1839,89721.0
1952,45150.0
1842,89123.0
3412,55.0
3415,67621.0
1146,45711.0
1969,34716.0
3468,133480.0
1893,133763.0
3491,90079.0
3533,55.0
3595,78.0
1985,23708.0
1208,45150.0
1577,0.0
1915,0.0
1627,45186.0
2001,44047.0
2019,1.0
2113,44022.0
2036,45156.0
2334,0.0
2390,0.0
2398,90441.0
2039,0.0
2072,45150.0
1651,0.0
2079,0.0
1727,0.0
2246,45153.0
2266,45150.0
1779,43956.0
2446,0.0
2500,89492.0
256,90391.0
2624,134359.0
2742,0.0
2837,178402.0
1236,45150.0
2274,1.0
2308,0.0
2422,0.0
2553,45150.0
1996,45150.0
2603,0.0
2622,1.0
332,0.0
2660,43393.0
380,0.0
2938,0.0
573,0.0
3029,0.0
3088,0.0
662,133541.0
2684,43366.0
3092,87241.0
2757,41960.0
3161,177191.0
1273,3570.0
788,0.0
903,135853.0
2763,1.0
2802,3.0
3183,0.0
3229,45303.0
1281,44970.0
2895,45241.0
2021,0.0
2116,90306.0
2951,1.0
1331,0.0
1385,90300.0
3072,43957.0
3178,134567.0
3265,133355.0
3282,0.0
3334,178509.0
3409,133660.0
971,90300.0
1464,45165.0
3351,0.0
3424,45150.0
3479,0.0
1476,87056.0
1668,45150.0
3448,87929.0
1100,135072.0
3563,0.0
1687,90300.0
1169,0.0
1191,0.0
1219,45745.0
1250,90300.0
1690,90003.0
2180,45151.0
1291,90630.0
1736,45150.0
2271,1.0
1299,36.0
1799,0.0
2404,0.0
1318,45678.0
1805,1.0
2440,0.0
1831,45585.0
2462,0.0
2508,0.0
2596,0.0
2823,0.0
2975,0.0
3000,0.0
3100,0.0
3158,0.0
3171,0.0
3180,0.0
1841,0.0
3192,45150.0
1343,45480.0
2042,0.0
2238,44253.0
3251,0.0
1444,571.0
2312,0.0
3260,0.0
2415,31.0
3296,1.0
3340,0.0
2482,0.0
2492,1.0
3346,0.0
2565,0.0
2780,0.0
3380,0.0
3418,1.0
2926,0.0
2928,0.0
3453,0.0
3530,0.0
3052,105.0
3558,0.0
3568,0.0
1603,12.0
3599,0.0
1737,0.0
1781,3.0
1890,9.0
3080,0.0
3266,15.0
1939,0.0
2003,1.0
2023,1.0
2052,0.0
3374,3.0
2134,0.0
2211,0.0
3403,0.0
2236,0.0
3464,1.0
2290,0.0
2293,0.0
3471,21.0
2339,0.0
2409,0.0
2458,0.0
2463,0.0
2656,0.0
3543,0.0
2728,0.0
2730,0.0
2758,0.0
2832,0.0
3134,0.0
3329,0.0
3330,0.0
3449,0.0
3451,0.0
3461,0.0
3571,0.0
